Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail
S2142,19,Female,10,1.6,83,High School,No,Yes,56,90,35,87,60.33,Average,Pass
S2143,16,Male,12,2.1,88,Graduate,Yes,No,75,57,40,52,57.33,Average,Pass
S2144,18,Female,9,4.3,73,Graduate,No,Yes,67,100,81,40,82.67,Excellent,Pass
S2145,15,Female,9,1.5,99,High School,No,No,73,66,76,73,71.67,Good,Pass
S2146,16,Female,10,1.8,65,Graduate,Yes,No,70,83,49,47,67.33,Good,Pass
S2147,14,Female,9,4.7,52,Postgraduate,No,Yes,90,53,54,55,65.67,Average,Pass
S2148,19,Female,11,1.3,50,High School,Yes,Yes,47,77,78,53,67.33,Good,Pass
S2149,17,Male,10,0.8,80,Graduate,Yes,Yes,61,88,54,81,67.67,Good,Pass
S2150,15,Male,11,1.8,87,Postgraduate,No,Yes,64,70,57,62,63.67,Average,Pass
S2151,17,Female,11,2.9,52,High School,No,Yes,41,85,80,48,68.67,Good,Pass
S2152,17,Male,11,4.5,79,Postgraduate,Yes,Yes,77,68,84,54,76.33,Good,Pass
S2153,15,Female,12,2.4,91,High School,Yes,Yes,100,99,76,78,91.67,Excellent,Pass
S2154,15,Female,10,4.0,52,High School,No,Yes,87,94,48,63,76.33,Good,Pass
S2155,16,Male,11,1.1,60,High School,No,Yes,61,81,99,68,80.33,Good,Pass
S2156,15,Male,9,0.7,57,Graduate,No,No,60,85,43,41,62.67,Average,Pass
S2157,14,Male,9,3.1,79,Postgraduate,No,No,40,55,94,88,63.0,Average,Pass
S2158,16,Female,9,5.2,70,Postgraduate,No,Yes,35,35,43,69,37.67,Poor,Fail
S2159,17,Female,12,0.8,66,Postgraduate,Yes,No,40,50,38,50,42.67,Poor,Fail
S2160,14,Female,9,3.1,53,High School,No,No,94,41,69,83,68.0,Good,Pass
S2161,15,Female,12,4.8,56,Graduate,No,Yes,57,64,62,40,61.0,Average,Pass
S2162,14,Male,10,5.6,51,Graduate,No,No,66,59,57,95,60.67,Average,Pass
S2163,19,Female,9,2.4,51,Postgraduate,Yes,Yes,85,73,96,83,84.67,Excellent,Pass
S2164,14,Male,11,1.3,79,Postgraduate,No,Yes,36,60,97,56,64.33,Average,Pass
S2165,14,Male,9,1.7,64,High School,Yes,No,66,35,91,57,64.0,Average,Pass
S2166,14,Male,10,2.1,66,Graduate,No,Yes,49,75,69,76,64.33,Average,Pass
S2167,16,Female,12,4.2,94,Postgraduate,Yes,Yes,78,88,79,42,81.67,Excellent,Pass
S2168,17,Male,11,5.4,50,Graduate,No,No,36,38,90,84,54.67,Average,Pass
S2169,14,Female,11,2.6,54,Graduate,No,No,97,51,41,75,63.0,Average,Pass
S2170,17,Female,12,3.6,92,Graduate,No,No,56,77,82,48,71.67,Good,Pass
S2171,18,Male,11,3.9,85,Graduate,Yes,No,53,51,60,53,54.67,Average,Pass
S2172,15,Female,9,5.4,70,High School,Yes,No,49,50,80,93,59.67,Average,Pass
S2173,17,Female,10,2.0,97,Postgraduate,Yes,Yes,91,98,56,49,81.67,Excellent,Pass
S2174,19,Male,11,0.6,51,High School,Yes,Yes,77,56,40,45,57.67,Average,Pass
S2175,18,Male,11,3.1,80,High School,Yes,Yes,63,59,55,80,59.0,Average,Pass
S2176,16,Male,10,5.8,90,Graduate,No,Yes,40,84,92,76,72.0,Good,Pass
S2177,15,Female,9,4.0,67,Postgraduate,Yes,No,44,54,68,83,55.33,Average,Pass
S2178,14,Male,10,1.4,51,Postgraduate,No,Yes,57,69,58,56,61.33,Average,Pass
S2179,18,Male,10,3.0,93,High School,Yes,No,99,42,90,74,77.0,Good,Pass
S2180,15,Female,11,1.6,61,High School,Yes,Yes,35,69,92,82,65.33,Average,Pass
S2181,19,Female,11,6.0,63,Graduate,No,No,74,43,88,42,68.33,Good,Pass
S2182,17,Female,10,1.9,62,Graduate,Yes,Yes,66,93,65,80,74.67,Good,Pass
S2183,14,Female,9,5.7,61,Postgraduate,Yes,Yes,88,44,47,67,59.67,Average,Pass
S2184,14,Female,10,3.7,79,High School,No,Yes,57,36,40,70,44.33,Poor,Fail
S2185,19,Male,11,3.4,64,Graduate,No,Yes,75,82,68,43,75.0,Good,Pass
S2186,17,Male,11,4.6,61,High School,No,No,77,36,61,68,58.0,Average,Pass
S2187,14,Male,11,3.9,74,Postgraduate,Yes,No,81,80,59,84,73.33,Good,Pass
S2188,16,Male,12,1.5,94,Postgraduate,Yes,Yes,46,79,81,55,68.67,Good,Pass
S2189,18,Female,12,1.6,82,High School,No,Yes,83,72,93,66,82.67,Excellent,Pass
S2190,19,Male,9,5.1,55,High School,Yes,No,83,100,49,40,77.33,Good,Pass
S2191,18,Male,10,1.3,100,High School,No,No,38,68,84,75,63.33,Average,Pass
S2192,14,Female,11,1.6,78,Graduate,No,Yes,95,87,93,48,91.67,Excellent,Pass
S2193,14,Male,9,4.0,54,Postgraduate,Yes,No,95,69,90,42,84.67,Excellent,Pass
S2194,14,Female,11,4.4,56,High School,Yes,No,84,41,36,78,53.67,Average,Pass
S2195,16,Female,10,1.5,56,Postgraduate,No,No,70,70,64,44,68.0,Good,Pass
S2196,19,Male,12,2.8,60,High School,No,Yes,85,94,73,59,84.0,Excellent,Pass
S2197,14,Female,11,1.7,72,High School,Yes,No,97,99,93,66,96.33,Excellent,Pass
S2198,15,Female,12,1.2,81,Postgraduate,Yes,Yes,72,91,48,68,70.33,Good,Pass
S2199,18,Male,11,2.9,99,High School,Yes,Yes,41,57,77,59,58.33,Average,Pass
S2200,19,Male,10,2.9,61,Graduate,Yes,No,77,81,64,51,74.0,Good,Pass
S2201,14,Female,10,2.1,87,Postgraduate,No,Yes,46,70,74,95,63.33,Average,Pass
S2202,16,Female,9,2.3,76,High School,No,Yes,81,54,87,71,74.0,Good,Pass
S2203,16,Male,12,5.6,51,Graduate,Yes,Yes,61,35,70,50,55.33,Average,Pass
S2204,15,Female,10,3.0,68,High School,No,Yes,82,68,35,92,61.67,Average,Pass
S2205,17,Male,10,3.3,94,High School,No,No,87,35,78,74,66.67,Good,Pass
S2206,15,Female,12,1.9,99,Postgraduate,Yes,Yes,68,40,41,89,49.67,Poor,Fail
S2207,18,Male,10,3.8,78,Postgraduate,No,No,71,83,57,42,70.33,Good,Pass
S2208,18,Female,9,4.7,100,Graduate,No,Yes,45,64,41,74,50.0,Average,Pass
S2209,19,Female,9,5.8,54,High School,Yes,No,57,59,56,56,57.33,Average,Pass
S2210,14,Female,11,5.3,72,High School,No,No,53,86,38,43,59.0,Average,Pass
S2211,16,Male,10,4.4,66,Graduate,Yes,No,98,91,45,74,78.0,Good,Pass
S2212,19,Male,11,1.8,87,Graduate,No,Yes,98,98,96,54,97.33,Excellent,Pass
S2213,15,Female,12,4.4,86,Graduate,No,No,49,78,45,61,57.33,Average,Pass
S2214,16,Female,12,0.8,52,High School,No,Yes,55,63,58,41,58.67,Average,Pass
S2215,19,Male,11,3.6,55,Postgraduate,Yes,No,75,44,82,78,67.0,Good,Pass
S2216,18,Male,9,5.0,71,Postgraduate,No,Yes,94,63,81,90,79.33,Good,Pass
S2217,19,Male,10,5.5,79,High School,No,Yes,83,87,71,91,80.33,Good,Pass
S2218,19,Male,11,5.4,75,High School,No,No,79,78,95,55,84.0,Excellent,Pass
S2219,15,Female,11,4.8,86,Graduate,Yes,No,42,54,95,69,63.67,Average,Pass
S2220,14,Male,11,2.1,62,Postgraduate,Yes,No,86,96,43,46,75.0,Good,Pass
S2221,18,Male,11,4.3,77,Postgraduate,No,Yes,36,39,56,86,43.67,Poor,Fail
S2222,16,Male,11,4.7,96,High School,Yes,Yes,84,94,78,60,85.33,Excellent,Pass
S2223,15,Male,12,1.4,79,High School,Yes,No,40,69,61,53,56.67,Average,Pass
S2224,15,Female,9,1.6,73,Postgraduate,No,No,89,47,72,83,69.33,Good,Pass
S2225,16,Male,10,4.4,91,High School,No,Yes,99,64,66,88,76.33,Good,Pass
S2226,19,Female,9,3.6,69,Postgraduate,No,No,85,56,40,60,60.33,Average,Pass
S2227,15,Male,12,2.0,65,Postgraduate,Yes,Yes,95,92,82,41,89.67,Excellent,Pass
S2228,19,Female,10,1.0,82,Postgraduate,Yes,No,100,51,51,42,67.33,Good,Pass
S2229,16,Female,12,5.9,67,High School,No,No,60,44,84,80,62.67,Average,Pass
S2230,19,Male,10,1.0,74,Postgraduate,Yes,Yes,92,78,59,55,76.33,Good,Pass
S2231,15,Male,9,1.7,66,Graduate,No,Yes,43,100,62,69,68.33,Good,Pass
S2232,16,Female,9,1.9,65,Graduate,Yes,No,52,64,92,89,69.33,Good,Pass
S2233,14,Female,11,1.6,84,Postgraduate,No,Yes,75,71,81,72,75.67,Good,Pass
S2234,19,Male,11,4.3,97,Postgraduate,Yes,Yes,37,35,64,78,45.33,Poor,Fail
S2235,17,Female,9,5.8,84,High School,Yes,No,38,89,88,57,71.67,Good,Pass
S2236,16,Male,12,6.0,64,Postgraduate,Yes,Yes,75,45,65,52,61.67,Average,Pass
S2237,19,Male,11,2.3,81,Graduate,Yes,Yes,89,61,38,72,62.67,Average,Pass
S2238,14,Male,10,4.5,71,Graduate,Yes,Yes,91,44,54,80,63.0,Average,Pass
S2239,17,Female,9,3.4,55,Postgraduate,Yes,No,62,97,41,49,66.67,Good,Pass
S2240,18,Male,12,5.1,72,Graduate,Yes,Yes,35,87,47,60,56.33,Average,Pass
S2241,19,Female,10,5.4,93,High School,No,Yes,74,44,51,80,56.33,Average,Pass
S2242,17,Female,10,5.5,68,Graduate,No,No,66,67,97,90,76.67,Good,Pass
S2243,14,Male,10,2.3,61,Postgraduate,No,Yes,90,40,78,95,69.33,Good,Pass
S2244,16,Female,11,4.2,87,High School,No,Yes,71,65,49,58,61.67,Average,Pass
S2245,16,Female,10,3.2,93,Graduate,No,No,80,49,95,75,74.67,Good,Pass
S2246,19,Male,11,5.8,56,Graduate,Yes,No,100,66,50,68,72.0,Good,Pass
S2247,19,Female,10,3.5,97,High School,Yes,Yes,81,63,41,56,61.67,Average,Pass
S2248,14,Male,10,5.4,54,High School,Yes,No,89,100,42,72,77.0,Good,Pass
S2249,18,Female,12,5.5,60,Postgraduate,No,Yes,41,98,38,49,59.0,Average,Pass
S2250,17,Male,10,5.1,96,High School,Yes,Yes,51,75,47,89,57.67,Average,Pass
S2251,14,Male,9,1.4,77,Postgraduate,No,Yes,93,50,82,51,75.0,Good,Pass
S2252,17,Male,9,2.9,95,High School,No,No,40,77,99,58,72.0,Good,Pass
S2253,18,Male,12,1.8,93,High School,No,Yes,67,98,87,46,84.0,Excellent,Pass
S2254,15,Male,12,2.0,100,High School,No,No,63,98,97,94,86.0,Excellent,Pass
S2255,15,Male,10,3.6,87,Postgraduate,Yes,No,96,49,98,61,81.0,Excellent,Pass
S2256,18,Female,12,3.4,92,High School,No,No,56,88,53,45,65.67,Average,Pass
S2257,16,Male,9,2.0,85,High School,No,Yes,47,97,74,72,72.67,Good,Pass
S2258,15,Male,9,5.1,92,Postgraduate,Yes,Yes,79,36,97,41,70.67,Good,Pass
S2259,17,Female,11,5.9,52,Graduate,Yes,Yes,73,52,93,44,72.67,Good,Pass
S2260,16,Female,9,4.8,92,Postgraduate,No,Yes,84,37,92,83,71.0,Good,Pass
S2261,15,Female,11,4.4,85,Postgraduate,Yes,No,57,36,91,84,61.33,Average,Pass
S2262,15,Female,11,3.5,84,High School,Yes,No,41,100,76,54,72.33,Good,Pass
S2263,17,Male,10,2.8,83,High School,No,No,92,86,89,55,89.0,Excellent,Pass
S2264,17,Female,9,5.5,56,High School,No,Yes,57,66,65,61,62.67,Average,Pass
S2265,17,Female,9,3.9,99,High School,No,Yes,53,73,76,83,67.33,Good,Pass
S2266,17,Male,9,5.1,62,High School,No,No,61,77,85,67,74.33,Good,Pass
S2267,17,Female,10,2.5,84,Graduate,Yes,Yes,80,53,67,61,66.67,Good,Pass
S2268,18,Female,9,4.9,50,Graduate,Yes,Yes,64,44,77,53,61.67,Average,Pass
S2269,19,Female,9,2.7,60,Graduate,Yes,Yes,53,67,37,74,52.33,Average,Pass
S2270,17,Female,11,2.2,95,High School,No,No,37,37,68,75,47.33,Poor,Fail
S2271,14,Female,11,4.1,55,High School,No,Yes,84,64,59,89,69.0,Good,Pass
S2272,18,Female,12,5.6,69,Graduate,Yes,No,75,84,97,94,85.33,Excellent,Pass
S2273,18,Female,10,1.1,66,High School,No,No,47,43,88,94,59.33,Average,Pass
S2274,15,Male,11,4.2,76,Graduate,Yes,Yes,93,70,77,50,80.0,Good,Pass
S2275,19,Male,10,1.9,98,Graduate,Yes,No,97,86,67,59,83.33,Excellent,Pass
S2276,14,Male,12,1.4,59,High School,No,Yes,63,85,51,84,66.33,Good,Pass
S2277,15,Male,12,3.2,67,Graduate,No,No,55,88,85,49,76.0,Good,Pass
S2278,15,Male,9,1.8,55,Graduate,No,No,78,79,54,46,70.33,Good,Pass
S2279,16,Female,9,1.0,77,High School,No,Yes,75,79,63,64,72.33,Good,Pass
S2280,19,Male,10,1.6,69,Graduate,Yes,No,64,98,37,45,66.33,Good,Pass
S2281,19,Female,9,1.1,57,Postgraduate,Yes,No,37,82,98,84,72.33,Good,Pass
S2282,19,Male,9,1.7,94,High School,Yes,No,99,84,73,61,85.33,Excellent,Pass
S2283,18,Female,11,2.1,83,Postgraduate,Yes,Yes,82,44,45,93,57.0,Average,Pass
S2284,14,Female,12,5.7,93,High School,Yes,Yes,66,69,37,49,57.33,Average,Pass
S2285,15,Female,12,3.2,89,Graduate,No,Yes,40,100,60,51,66.67,Good,Pass
S2286,19,Male,9,2.9,91,Postgraduate,No,Yes,69,36,70,66,58.33,Average,Pass
S2287,15,Male,10,3.8,98,High School,Yes,Yes,85,60,68,72,71.0,Good,Pass
S2288,15,Male,11,4.1,70,Graduate,Yes,Yes,85,65,97,54,82.33,Excellent,Pass
S2289,19,Female,12,5.3,68,High School,No,No,37,96,71,68,68.0,Good,Pass
S2290,18,Male,10,2.6,69,Postgraduate,Yes,No,48,79,38,91,55.0,Average,Pass
S2291,17,Female,12,1.9,58,Graduate,Yes,No,87,74,89,62,83.33,Excellent,Pass
S2292,19,Male,11,1.6,95,Postgraduate,Yes,Yes,41,44,80,86,55.0,Average,Pass
S2293,16,Male,9,4.0,61,Graduate,No,Yes,53,59,56,43,56.0,Average,Pass
S2294,19,Male,12,0.6,92,Postgraduate,No,Yes,49,46,88,92,61.0,Average,Pass
S2295,15,Female,10,1.4,86,High School,Yes,Yes,84,85,84,40,84.33,Excellent,Pass
S2296,16,Female,10,4.5,53,Postgraduate,Yes,No,48,66,50,59,54.67,Average,Pass
S2297,19,Female,9,3.8,54,High School,Yes,Yes,75,73,45,42,64.33,Average,Pass
S2298,16,Female,11,1.3,81,High School,Yes,No,80,61,46,51,62.33,Average,Pass
S2299,16,Male,10,5.1,69,Postgraduate,No,Yes,55,41,39,76,45.0,Poor,Fail
S2300,16,Male,9,4.6,85,Graduate,Yes,No,99,67,73,61,79.67,Good,Pass
S2301,14,Male,9,5.6,52,High School,No,No,79,95,86,52,86.67,Excellent,Pass
S2302,14,Male,12,3.8,57,Graduate,No,No,44,60,66,76,56.67,Average,Pass
S2303,16,Male,10,1.6,58,Graduate,Yes,No,43,39,92,81,58.0,Average,Pass
S2304,17,Male,9,3.4,94,Postgraduate,No,Yes,92,56,36,66,61.33,Average,Pass
S2305,14,Female,12,3.5,75,High School,No,No,43,86,68,86,65.67,Average,Pass
S2306,18,Female,9,4.3,52,Graduate,No,Yes,48,92,70,80,70.0,Good,Pass
S2307,16,Male,11,5.0,93,Graduate,No,No,74,68,82,66,74.67,Good,Pass
S2308,19,Male,10,3.8,92,Graduate,No,Yes,99,83,41,70,74.33,Good,Pass
S2309,16,Female,12,4.6,90,High School,Yes,Yes,86,43,58,45,62.33,Average,Pass
S2310,16,Male,10,2.5,52,Postgraduate,No,No,58,41,59,79,52.67,Average,Pass
S2311,18,Male,11,2.8,77,Graduate,No,Yes,68,46,58,70,57.33,Average,Pass
S2312,16,Male,11,4.6,67,High School,Yes,Yes,41,46,64,59,50.33,Average,Pass
S2313,18,Female,12,4.4,60,High School,No,No,41,92,83,73,72.0,Good,Pass
S2314,17,Male,12,3.4,56,Graduate,Yes,Yes,54,77,91,89,74.0,Good,Pass
S2315,16,Male,10,1.6,53,Postgraduate,No,No,63,83,38,66,61.33,Average,Pass
S2316,14,Male,10,3.2,79,Postgraduate,No,No,36,45,89,56,56.67,Average,Pass
S2317,19,Male,10,4.4,69,Postgraduate,Yes,No,68,45,76,83,63.0,Average,Pass
S2318,17,Female,12,1.5,92,High School,Yes,Yes,44,67,73,82,61.33,Average,Pass
S2319,19,Female,9,2.8,57,High School,No,Yes,100,62,68,81,76.67,Good,Pass
S2320,14,Female,12,1.8,51,Postgraduate,Yes,No,79,89,55,72,74.33,Good,Pass
S2321,15,Female,11,2.8,55,Graduate,No,Yes,56,79,73,84,69.33,Good,Pass
S2322,15,Female,12,0.7,64,Postgraduate,No,No,80,76,85,48,80.33,Good,Pass
S2323,17,Female,10,3.4,60,Postgraduate,No,Yes,48,85,93,55,75.33,Good,Pass
S2324,14,Male,9,2.3,50,High School,No,Yes,72,44,95,64,70.33,Good,Pass
S2325,19,Male,10,4.2,83,Postgraduate,Yes,No,44,55,39,70,46.0,Poor,Fail
S2326,14,Male,11,2.9,92,High School,No,No,46,72,83,94,67.0,Good,Pass
S2327,19,Male,11,3.8,80,High School,Yes,No,70,98,60,60,76.0,Good,Pass
S2328,19,Male,11,5.3,91,Graduate,No,No,79,63,43,93,61.67,Average,Pass
S2329,17,Female,9,4.4,87,Postgraduate,Yes,Yes,92,96,80,93,89.33,Excellent,Pass
S2330,17,Female,9,3.2,68,Postgraduate,Yes,No,91,53,76,79,73.33,Good,Pass
S2331,15,Female,9,5.4,82,Postgraduate,No,Yes,36,41,82,59,53.0,Average,Pass
S2332,17,Female,11,5.4,94,Graduate,No,Yes,50,85,36,60,57.0,Average,Pass
S2333,16,Male,9,3.6,83,Postgraduate,No,Yes,78,90,99,58,89.0,Excellent,Pass
S2334,18,Male,11,5.6,71,High School,No,No,77,59,46,50,60.67,Average,Pass
S2335,19,Male,10,5.8,65,Graduate,Yes,No,58,64,90,76,70.67,Good,Pass
S2336,18,Female,10,1.6,92,Postgraduate,No,No,81,95,49,41,75.0,Good,Pass
S2337,14,Male,10,5.0,60,Graduate,No,Yes,68,47,49,51,54.67,Average,Pass
S2338,18,Female,11,1.4,61,Postgraduate,Yes,Yes,47,98,69,76,71.33,Good,Pass
S2339,15,Male,11,3.5,74,Postgraduate,Yes,Yes,60,81,75,43,72.0,Good,Pass
S2340,18,Male,12,0.8,57,High School,No,No,88,37,87,73,70.67,Good,Pass
S2341,16,Male,11,3.2,73,Postgraduate,Yes,No,79,82,69,69,76.67,Good,Pass
S2342,17,Female,10,1.2,68,Postgraduate,No,No,87,38,45,48,56.67,Average,Pass
S2343,18,Male,11,4.0,86,Graduate,Yes,Yes,49,50,92,86,63.67,Average,Pass
S2344,14,Female,11,5.3,71,Postgraduate,Yes,No,94,66,43,47,67.67,Good,Pass
S2345,18,Female,9,1.2,100,Postgraduate,No,No,94,55,42,61,63.67,Average,Pass
S2346,17,Male,11,0.9,56,High School,Yes,No,76,39,58,87,57.67,Average,Pass
S2347,16,Female,12,4.4,94,High School,No,Yes,71,59,67,77,65.67,Average,Pass
S2348,19,Female,10,3.7,77,Graduate,No,Yes,68,37,43,45,49.33,Poor,Fail
S2349,14,Female,9,5.7,72,High School,No,No,43,45,49,47,45.67,Poor,Fail
S2350,15,Male,11,3.4,60,Postgraduate,Yes,No,47,86,65,52,66.0,Good,Pass
S2351,19,Female,11,5.8,62,Postgraduate,Yes,Yes,51,73,98,45,74.0,Good,Pass
S2352,15,Female,10,3.1,62,High School,Yes,No,73,86,97,56,85.33,Excellent,Pass
S2353,15,Female,11,2.8,63,High School,No,Yes,88,77,81,55,82.0,Excellent,Pass
S2354,16,Male,12,3.4,65,Postgraduate,No,Yes,91,93,46,90,76.67,Good,Pass
S2355,15,Female,10,3.4,93,High School,No,No,73,89,90,89,84.0,Excellent,Pass
S2356,16,Female,11,5.5,86,Postgraduate,Yes,No,88,95,64,71,82.33,Excellent,Pass
S2357,14,Female,10,4.9,93,Graduate,No,Yes,99,53,100,46,84.0,Excellent,Pass
S2358,16,Female,9,3.5,98,High School,Yes,Yes,55,41,35,54,43.67,Poor,Fail
S2359,17,Male,10,4.4,97,Postgraduate,Yes,No,50,90,42,52,60.67,Average,Pass
S2360,18,Female,12,4.3,52,Graduate,No,No,54,47,97,62,66.0,Good,Pass
S2361,14,Female,10,5.2,94,High School,No,No,61,94,36,60,63.67,Average,Pass
S2362,15,Male,10,1.3,78,High School,Yes,No,60,75,53,86,62.67,Average,Pass
S2363,17,Female,12,4.3,70,High School,Yes,Yes,52,72,66,75,63.33,Average,Pass
S2364,16,Female,12,5.9,71,Postgraduate,No,No,52,99,55,77,68.67,Good,Pass
S2365,16,Female,11,2.9,57,Postgraduate,Yes,Yes,65,96,76,40,79.0,Good,Pass
S2366,18,Female,12,5.0,94,Postgraduate,Yes,Yes,78,38,76,47,64.0,Average,Pass
S2367,15,Female,9,3.4,97,High School,No,Yes,52,86,78,42,72.0,Good,Pass
S2368,16,Male,10,5.6,74,Graduate,No,Yes,42,86,38,64,55.33,Average,Pass
S2369,18,Male,9,2.0,94,Postgraduate,Yes,Yes,87,35,87,44,69.67,Good,Pass
S2370,14,Male,9,3.8,67,High School,Yes,No,76,80,44,75,66.67,Good,Pass
S2371,18,Male,10,1.9,64,Postgraduate,No,No,96,75,81,45,84.0,Excellent,Pass
S2372,15,Female,9,5.3,91,Graduate,No,No,62,66,43,72,57.0,Average,Pass
S2373,15,Female,9,4.8,88,High School,No,No,92,62,71,68,75.0,Good,Pass
S2374,14,Male,10,3.5,61,High School,No,No,58,60,75,58,64.33,Average,Pass
S2375,15,Female,9,0.8,91,High School,No,Yes,80,54,59,70,64.33,Average,Pass
S2376,18,Female,11,2.5,63,Graduate,Yes,Yes,48,66,99,85,71.0,Good,Pass
S2377,14,Male,12,0.9,88,Graduate,No,No,73,45,64,62,60.67,Average,Pass
S2378,18,Male,9,4.6,62,Graduate,No,Yes,73,97,70,91,80.0,Good,Pass
S2379,14,Male,9,2.2,76,High School,Yes,No,93,80,96,81,89.67,Excellent,Pass
S2380,14,Female,11,4.0,51,High School,No,No,89,75,51,41,71.67,Good,Pass
S2381,19,Male,10,3.3,69,Postgraduate,No,No,72,67,64,75,67.67,Good,Pass
S2382,16,Female,9,5.8,62,Graduate,No,Yes,90,53,44,84,62.33,Average,Pass
S2383,15,Male,9,2.3,82,Graduate,No,Yes,39,62,83,74,61.33,Average,Pass
S2384,14,Female,12,5.4,59,Graduate,Yes,No,42,98,70,48,70.0,Good,Pass
S2385,19,Male,12,1.3,91,High School,No,No,98,63,67,79,76.0,Good,Pass
S2386,14,Male,12,4.3,66,Postgraduate,Yes,Yes,84,42,60,62,62.0,Average,Pass
S2387,18,Male,10,5.6,81,High School,Yes,Yes,98,96,40,94,78.0,Good,Pass
S2388,16,Male,10,4.6,90,High School,Yes,Yes,46,100,80,92,75.33,Good,Pass
S2389,19,Male,10,1.6,52,Postgraduate,Yes,No,68,57,58,77,61.0,Average,Pass
S2390,15,Female,11,3.0,67,Graduate,No,No,72,98,93,80,87.67,Excellent,Pass
S2391,15,Female,9,3.3,66,High School,No,Yes,97,38,74,41,69.67,Good,Pass
S2392,16,Female,11,5.8,81,High School,Yes,No,61,77,67,85,68.33,Good,Pass
S2393,15,Male,12,4.6,56,High School,No,Yes,98,87,91,49,92.0,Excellent,Pass
S2394,14,Female,9,2.2,89,High School,Yes,Yes,43,82,64,77,63.0,Average,Pass
S2395,19,Male,9,4.4,57,High School,Yes,No,81,99,93,75,91.0,Excellent,Pass
S2396,19,Female,9,3.5,95,High School,No,No,74,66,52,65,64.0,Average,Pass
S2397,16,Male,10,5.0,69,High School,Yes,No,86,70,78,67,78.0,Good,Pass
S2398,17,Male,11,3.9,53,Graduate,Yes,Yes,50,39,80,75,56.33,Average,Pass
S2399,14,Female,12,3.9,57,Graduate,No,Yes,93,96,57,47,82.0,Excellent,Pass
S2400,17,Female,10,0.5,73,High School,No,No,64,97,80,94,80.33,Good,Pass
S2401,19,Male,11,5.2,50,Graduate,Yes,No,81,40,48,74,56.33,Average,Pass
S2402,19,Male,9,4.9,93,Graduate,No,No,83,97,72,86,84.0,Excellent,Pass
S2403,18,Male,10,3.8,91,Graduate,Yes,No,45,80,45,42,56.67,Average,Pass
S2404,18,Male,10,2.2,74,Graduate,Yes,Yes,49,59,88,94,65.33,Average,Pass
S2405,17,Female,12,3.8,73,High School,No,Yes,86,91,57,45,78.0,Good,Pass
S2406,17,Female,12,1.4,89,Graduate,No,No,81,85,80,83,82.0,Excellent,Pass
S2407,15,Male,12,1.3,87,Graduate,No,Yes,79,79,94,69,84.0,Excellent,Pass
S2408,15,Male,9,2.9,96,High School,No,Yes,68,90,92,86,83.33,Excellent,Pass
S2409,15,Male,10,1.7,61,Postgraduate,Yes,Yes,53,80,42,42,58.33,Average,Pass
S2410,14,Female,11,1.7,51,High School,No,No,79,76,88,57,81.0,Excellent,Pass
S2411,15,Male,9,4.9,100,Graduate,Yes,Yes,60,100,66,67,75.33,Good,Pass
S2412,16,Female,10,5.8,55,Graduate,No,No,65,76,69,53,70.0,Good,Pass
S2413,15,Male,9,1.1,59,Postgraduate,Yes,No,99,94,56,88,83.0,Excellent,Pass
S2414,14,Female,10,3.5,80,Postgraduate,No,Yes,73,35,82,42,63.33,Average,Pass
S2415,19,Male,9,2.7,59,Graduate,No,No,88,82,63,44,77.67,Good,Pass
S2416,17,Male,11,1.1,75,High School,Yes,No,81,72,48,91,67.0,Good,Pass
S2417,17,Male,9,1.0,71,High School,No,No,100,48,62,62,70.0,Good,Pass
S2418,14,Female,12,4.4,96,High School,Yes,Yes,97,68,36,51,67.0,Good,Pass
S2419,19,Male,9,0.9,100,Postgraduate,No,No,37,81,92,81,70.0,Good,Pass
S2420,14,Female,12,1.2,50,Graduate,Yes,Yes,60,71,92,74,74.33,Good,Pass
S2421,17,Male,9,1.7,50,High School,No,No,69,63,45,62,59.0,Average,Pass
S2422,17,Male,10,1.1,99,Graduate,No,Yes,58,92,60,50,70.0,Good,Pass
S2423,15,Female,9,5.3,87,High School,No,Yes,95,37,45,76,59.0,Average,Pass
S2424,17,Female,11,2.0,59,High School,No,No,74,72,65,66,70.33,Good,Pass
S2425,16,Male,11,2.4,67,High School,Yes,Yes,98,39,73,55,70.0,Good,Pass
S2426,17,Female,11,3.5,74,Postgraduate,No,No,88,76,62,66,75.33,Good,Pass
S2427,16,Male,11,4.6,77,High School,No,No,63,41,56,79,53.33,Average,Pass
S2428,18,Female,11,2.8,77,Postgraduate,No,Yes,87,66,39,75,64.0,Average,Pass
S2429,14,Male,11,3.9,59,Graduate,Yes,Yes,70,50,57,79,59.0,Average,Pass
S2430,19,Female,11,0.9,60,Graduate,No,Yes,86,64,82,74,77.33,Good,Pass
S2431,18,Female,11,1.8,88,Postgraduate,No,Yes,95,68,93,43,85.33,Excellent,Pass
S2432,14,Male,10,4.7,94,Postgraduate,Yes,No,91,88,66,75,81.67,Excellent,Pass
S2433,17,Female,11,1.8,57,Postgraduate,Yes,No,49,74,89,46,70.67,Good,Pass
S2434,18,Male,12,5.7,89,High School,Yes,No,73,51,35,94,53.0,Average,Pass
S2435,15,Male,10,3.9,89,Postgraduate,No,No,92,74,77,47,81.0,Excellent,Pass
